comment_id,video_id,detected_lang,sentiment,misinfo_label,misinfo_score,topic_id
Ugy8JeIol8OO5W7yN4B4AaABAg,naNcmnKskUE,EN,neutral,opinion,0.712343156337738,1
UgwMuekEc0WCdCcnx3h4AaABAg,KEvgqtU6CWY,EN,positive,factual reporting,0.5294676423072815,-1
Ugyg787Mo9luaqp9ghF4AaABAg,UVZzp80Oc-k,OTHER,neutral,opinion,0.47277742624282837,0
Ugw2HGeCqpmK3X4H2lF4AaABAg,Ehsz49u4sRw,OTHER,positive,opinion,0.835428774356842,0
UgxnPeimSGFFMRFO5sJ4AaABAg,gdiao7L9GjE,EN,neutral,misinformation,0.4987039268016815,-1
UgxYRZijXipEsDWWt9l4AaABAg,Fn6dzW7GAoA,EN,negative,opinion,0.9457035064697266,0
UgwQHTVIPqDHonu_EgF4AaABAg,L09m1iEd2PU,EN,positive,factual reporting,0.6963011622428894,0
UgwG_W9gfLsOYJWqGoR4AaABAg,5VRzjWQKwWU,OTHER,positive,opinion,0.3867341876029968,10
UgwTB6Sqk6rXgpyx56Z4AaABAg,4WJB0fKSYDc,OTHER,positive,opinion,0.9423581957817078,0
Ugwdggm3PxLZGmFoY3x4AaABAg,Q1ZBhIGdVio,OTHER,neutral,factual reporting,0.5214486122131348,10
UgzEu8C7hdDCodJSfAh4AaABAg,CrCAnLjKPf4,OTHER,positive,factual reporting,0.5777537226676941,2
UgznmjDC9GdRGHEL-D94AaABAg,NkLM8HTYY1g,EN,negative,opinion,0.5900953412055969,-1
UgyM1qf8U6kS-N7F6wh4AaABAg,sUOvwgTf5Y4,OTHER,positive,propaganda,0.8174939751625061,-1
UgyH20QzxwSituY3SZh4AaABAg,fSJhGI4tJvM,OTHER,neutral,opinion,0.351773202419281,-1
Ugw1BMQxyvjv2sY8ngF4AaABAg,CYyNloOWBdo,OTHER,positive,misinformation,0.6566190123558044,5
UgwWFax9KE2FsSg09Nt4AaABAg,yOCUWtAMqyQ,EN,negative,misinformation,0.7237004041671753,2
Ugyrfsp6q5w9ko3oUTV4AaABAg,7glESKzY40A,EN,neutral,opinion,0.6161001920700073,-1
UgwRUwGTxU0APtH54CJ4AaABAg,UYO9qq4y6YQ,EN,positive,opinion,0.4707582890987396,-1
UgxtmoMK2vMJN4xfrWJ4AaABAg,CMEEQyNR970,OTHER,negative,opinion,0.3852598965167999,-1
UgzCuK9lcuEkZ72W1lR4AaABAg,kG7J7XstEfY,EN,neutral,opinion,0.793544590473175,12
Ugwa2DuVX83RQm6dRXZ4AaABAg,VEld_LxYU60,OTHER,neutral,misinformation,0.8792157173156738,5
Ugy8tB0hOMJf1tPQuSp4AaABAg,QNtjKU3z1tA,EN,negative,opinion,0.7138351202011108,8
UgzSSn41y_THw9C7IPN4AaABAg,xGYFNcjy1lc,OTHER,neutral,opinion,0.41271618008613586,5
UgyP10md4vn_3jm_8rx4AaABAg,u-D3bfctFBQ,OTHER,neutral,factual reporting,0.6043607592582703,-1
Ugy7srJ_NezRIEH9c6x4AaABAg,ssBzGY5E3C4,EN,positive,opinion,0.622744083404541,10
Ugxk4qNcBF1YKsIbmGJ4AaABAg,AQMj7p1qCVA,EN,positive,factual reporting,0.7495132088661194,16
Ugxv5yhiEXNC9cwMnn54AaABAg,K5KVEU3aaeQ,EN,neutral,opinion,0.8473657965660095,0
UgzaxWVUmzESSIMUxhx4AaABAg,zA8Qx2ieL80,OTHER,positive,factual reporting,0.6669624447822571,-1
UgxDbODHK4l-nC7sY4d4AaABAg,-osSjxFTMv0,EN,positive,opinion,0.5059283971786499,-1
UgxKgel1wAw-fEJeTl54AaABAg,f3SgqCUY4Ac,EN,negative,opinion,0.7022401690483093,6
Ugx5qrInaVvHFHrHy-F4AaABAg,8EEhONOJh1g,EN,negative,opinion,0.4320647716522217,4
Ugwt0JuM68rD39dHerF4AaABAg,TEbMSIHBdME,EN,positive,opinion,0.5622576475143433,-1
Ugx8fSHVuvep7tpIxhN4AaABAg,wzsx9R8DtWY,EN,negative,misinformation,0.7582791447639465,10
UgzJRo7AsszXNObMlpV4AaABAg,YLJ1snITs1Q,OTHER,neutral,opinion,0.5298365950584412,-1
UgwRmxNpZqf-CPMbFMt4AaABAg,KATtKTC_ios,OTHER,positive,factual reporting,0.38992801308631897,-1
UgxVA4CSTdI0nmgkar94AaABAg,-D_69Qm7qfo,EN,negative,opinion,0.44404831528663635,-1
Ugwpv3yd3eVKVVp55Sl4AaABAg,f3SgqCUY4Ac,EN,negative,factual reporting,0.8664901852607727,5
Ugw-gKrMwfl4QxjVweF4AaABAg,rmeDvdiq4lY,EN,neutral,opinion,0.432038277387619,0
Ugy2dYzuM98DJ5Cs-SB4AaABAg,yzXZ7cZXifo,EN,positive,opinion,0.6955334544181824,-1
Ugzkn0ieSM75uFaSGoZ4AaABAg,QNPpzobSQDY,OTHER,positive,misinformation,0.32906535267829895,7
UgzdcyC4AjM8a8B-7Xh4AaABAg,uFniePJ-qEE,OTHER,positive,opinion,0.4907672107219696,-1
UgxYLDtauyTLKZ6wYP94AaABAg,HLHV_-0zl7U,OTHER,positive,factual reporting,0.5642999410629272,-1
UgzVzloH6riqP4VKHUV4AaABAg,ghbo06kon_I,EN,negative,opinion,0.8782457113265991,12
Ugzfvx8RBxrsBMqA-4l4AaABAg,XVOOWlg6sAM,EN,negative,opinion,0.4533635675907135,-1
UgyXL4Jm8l6Iczjm7G14AaABAg,FMw7Hju2lP4,OTHER,positive,opinion,0.5670400261878967,-1
UgxU4s-j0QMeBVLyLYV4AaABAg,OvXLTWEok58,EN,negative,misinformation,0.5371593832969666,-1
UgxwECrk4DdfJubF5oR4AaABAg,6DGyWSU8MNk,OTHER,positive,opinion,0.48197486996650696,9
Ugw12ECB4koii7mMXyd4AaABAg,RUuRZPy_VxQ,EN,positive,opinion,0.38044336438179016,1
UgwFE_S6PhnjKOnK1814AaABAg,F-sFZnQO8Pk,EN,negative,opinion,0.6922076940536499,18
UgwlI9vDlko3G_DB0hh4AaABAg,FQwS3MNCuPA,OTHER,neutral,opinion,0.44118791818618774,-1
Ugw6CLzPp0tRpxFFawR4AaABAg,_eH-EWIyvYA,RU,neutral,opinion,0.5358572006225586,0
UgxWxYz14z850od_3j54AaABAg,yROKGoY18uY,OTHER,neutral,misinformation,0.6342593431472778,2
UgxtckRUYgerLg69BcB4AaABAg,u91ctugBCsg,EN,neutral,factual reporting,0.8931249976158142,0
Ugz5lqCW_yJeNVMaZ2R4AaABAg,v5rWTe56-IY,OTHER,negative,opinion,0.44272172451019287,3
Ugw67TWuS-NswzjIvh14AaABAg,DlOPG6GUNTM,OTHER,positive,opinion,0.4174591302871704,3
Ugxplrb3cqK-yzzVGTx4AaABAg,XVOOWlg6sAM,EN,negative,misinformation,0.867621898651123,7
Ugx4OmumJPGAf9Q-MxR4AaABAg,0nOUkyuL2V0,EN,neutral,opinion,0.7324066758155823,-1
UgwESozjWO57ENjxTCx4AaABAg,F-uzkWXmt4o,OTHER,neutral,factual reporting,0.3748365044593811,0
UgxeAamxQnN0CK6_mAt4AaABAg,IgRTrJ07xPs,EN,neutral,opinion,0.4850732088088989,4
UgxSRjRG6IhCqKZdK7t4AaABAg,QZQFhYGmIzk,EN,positive,misinformation,0.7281010150909424,0
Ugx3QJamC7J-bjhlAZd4AaABAg,eJJUjaaIJqU,OTHER,positive,opinion,0.661781907081604,-1
UgwCgoIc0TpvG45J0KF4AaABAg,H3Yfyj560xo,OTHER,positive,factual reporting,0.43479761481285095,7
UgxcDP0YWprCbuZRk5t4AaABAg,LX52zAn0DBw,EN,positive,opinion,0.6595767140388489,8
Ugy8aWZtseQ3NPsWvI94AaABAg,XZz-UU4pK3s,EN,neutral,opinion,0.5363181233406067,9
Ugx-08jgNQ9kAOWVUG54AaABAg,kkQPfszaVro,OTHER,positive,opinion,0.47332024574279785,-1
Ugw5jYH4uTRLQOQ7yCB4AaABAg,bmllCevE-Kw,OTHER,positive,opinion,0.5690240263938904,-1
UgzvIog1QzKRXtx2oMp4AaABAg,yROKGoY18uY,OTHER,positive,opinion,0.6186419129371643,-1
UgxrY2HjoH0TNjVk9EF4AaABAg,SBAuCo3d2cc,EN,positive,opinion,0.6217772960662842,-1
Ugyu7AScke46i9bj1Kt4AaABAg,6DGyWSU8MNk,OTHER,neutral,misinformation,0.8061327338218689,8
Ugxc6e1aexXpDKyHvjV4AaABAg,UhAovHG14qk,EN,positive,opinion,0.5684134364128113,3
UgzQ7PfM8Xft8jReTBN4AaABAg,JSK_TC_8o-8,OTHER,neutral,opinion,0.43317216634750366,6
UgwcGl3ApioSZCWCMv54AaABAg,4o8Fxl5jdu4,OTHER,neutral,factual reporting,0.6022297143936157,-1
UgwKah-bLfjcQySOQFd4AaABAg,WumX1sFkK0g,EN,neutral,opinion,0.8089262247085571,-1
Ugxm9UqMFkTDrd7x8KN4AaABAg,Q1ZBhIGdVio,OTHER,positive,opinion,0.5421112775802612,-1
UgxP_5liMEtHexl16v14AaABAg,16mOXIUXoT0,OTHER,positive,propaganda,0.5799189209938049,4
Ugys8cx9TkSclV1fbdt4AaABAg,Oh7yK4jyZvE,EN,negative,misinformation,0.5219599008560181,3
UgyQtJK_B5rblQpNBcV4AaABAg,8anblqF_azk,EN,negative,opinion,0.5459531545639038,3
UgzPd9eVl8ftZiMTYo94AaABAg,ZsLYnxk1SJc,OTHER,negative,opinion,0.42272424697875977,0
Ugx736PV6W-UmlhoiaN4AaABAg,onXmNQqDXAI,EN,negative,opinion,0.4219905436038971,11
UgwEh8PswilViXPGLrt4AaABAg,sZGxHLD6wRk,OTHER,positive,opinion,0.5969800353050232,-1
Ugy8zXyamImJfW_U3ed4AaABAg,FONZTl97Z_U,EN,positive,opinion,0.5038005709648132,-1
Ugx_z1IX5trrYvDDVf94AaABAg,_WeyjWJnPek,OTHER,negative,misinformation,0.5364125370979309,-1
Ugw_chlxvz7d8AJ-hat4AaABAg,WUNve6fYY64,OTHER,positive,opinion,0.5678199529647827,8
UgybooJIENWfco_aWhR4AaABAg,R38EVyZk57A,EN,positive,misinformation,0.4597454071044922,8
UgzZfahiiLJrHcu_TWl4AaABAg,aZwK-0QDb7w,OTHER,positive,opinion,0.9189799427986145,5
UgwpQVSxpbeayXYBJRZ4AaABAg,iIW6kWtP-1Q,OTHER,negative,opinion,0.37535539269447327,0
UgyZolaAHdpMpS__30R4AaABAg,6mw62MRGsSg,OTHER,positive,opinion,0.34672367572784424,7
Ugx76SDw8yk-8hjV6Pd4AaABAg,qYLyVHOK5MQ,OTHER,neutral,factual reporting,0.4866645336151123,-1
Ugz-7jE46tNPIxao_X14AaABAg,7_RJNFhavIk,OTHER,positive,opinion,0.5108650326728821,-1
UgxhFjH-h02QKglG2fJ4AaABAg,L9yo_TuIk8w,OTHER,positive,opinion,0.3846292793750763,0
UgxfkwsZUpkV3bdiPFp4AaABAg,J1y8JnHhlxo,OTHER,negative,misinformation,0.48653513193130493,9
Ugz8IGJJAAnz6w5w0ft4AaABAg,is1rqDiUTqk,EN,negative,opinion,0.8985815048217773,9
UgzymDROEnwk7Q9Napt4AaABAg,xGYFNcjy1lc,OTHER,neutral,factual reporting,0.4372594952583313,-1
UgyTD1f3SMtMLA-Q6Jt4AaABAg,sOf4luOmQCw,EN,neutral,opinion,0.7409459352493286,11
Ugyjhk1xUAConx0IvFV4AaABAg,UqJHfTkvVY4,EN,positive,opinion,0.6377896070480347,-1
Ugzn8FR3oTDp8B01a7R4AaABAg,0bJynnKMR4k,OTHER,neutral,misinformation,0.5258849859237671,0
UgyvFiJ4G4dN7wnyqgV4AaABAg,oSXy8kel16Y,EN,negative,misinformation,0.5570259690284729,-1
UgyaJ7ILnToG6DLiF-J4AaABAg,gTmKpmqoP-8,OTHER,neutral,opinion,0.3385865390300751,0
Ugy-4jvxxedq7fYZ5dV4AaABAg,aUjku5wNqHw,EN,neutral,opinion,0.5680680871009827,6
Ugx61CFfd_PDUMKOw1x4AaABAg,yV9mMM8t0_w,OTHER,positive,opinion,0.6117543578147888,9
Ugzf8fWzfCZz4rOYHFp4AaABAg,-bJUvxN5ai4,OTHER,neutral,factual reporting,0.42431238293647766,7
UgzWkcGpXl-7C7FMrux4AaABAg,eJyRI761Vws,EN,neutral,opinion,0.6467557549476624,7
UgzYJu8gGVHb63pvhsV4AaABAg,3NHoAC5NhSE,EN,negative,factual reporting,0.433145672082901,2
UgyqPlsd57eUz3tDdAt4AaABAg,VCmO_FlSWSw,OTHER,positive,misinformation,0.6448163390159607,-1
Ugx8DqcoU6-cTXmAey54AaABAg,FiLhmjsq1ZE,EN,neutral,opinion,0.4598362147808075,-1
UgyrN2XeWz994CpQ3254AaABAg,cXIRPShqaE0,OTHER,negative,misinformation,0.5217217803001404,13
UgxW1pZ1u3zWAonmnHB4AaABAg,jZ3zqKnsNzw,EN,positive,misinformation,0.6281148791313171,6
UgzRybUepT7fu2vtiKx4AaABAg,WsIt4AyaiwQ,OTHER,positive,factual reporting,0.7010838389396667,-1
UgwQ3Z3hogyRqj6IsKl4AaABAg,mdDAHekq9yc,EN,negative,misinformation,0.7927995324134827,1
UgxUAuhwt-zy7Ysk6n94AaABAg,RUuRZPy_VxQ,EN,negative,misinformation,0.43974047899246216,17
UgzevDfklyMAiv8Oyad4AaABAg,6dIqp6blK4s,EN,neutral,misinformation,0.5761010646820068,6
Ugxix1J0OGkbPdRPPZt4AaABAg,MifWDz4br4E,EN,negative,opinion,0.7061768770217896,0
Ugyp0raGiIjtemMFayJ4AaABAg,ZJtLythyh-Y,OTHER,positive,misinformation,0.5672979354858398,4
UgyQl5us7gyFcUeVy0B4AaABAg,uMeyeFq4ORE,OTHER,positive,opinion,0.6783860921859741,-1
UgyM0P6VJpKMFb_asA94AaABAg,UJKQaG01uX4,OTHER,positive,factual reporting,0.5266976952552795,-1
UgzpnIAlwKxLCfGINBh4AaABAg,G1fhYZdn1pE,EN,positive,opinion,0.5095167756080627,-1
UgzpJ1Ga29Agdx2zyZh4AaABAg,YP0ojK69EOE,EN,neutral,opinion,0.6037272810935974,-1
UgwVjVk5bapJo_QEHkZ4AaABAg,y3Ir8fWGJz4,OTHER,positive,factual reporting,0.3219205439090729,4
UgweXSWvTKhud4qRsAV4AaABAg,o1G4JFuLlO8,EN,positive,opinion,0.6182223558425903,2
UgwrvDtHqNBoN5qf2-N4AaABAg,OaHB0_Nqe30,OTHER,positive,opinion,0.5171619057655334,9
Ugwv6QBdH_w-wr4KGvx4AaABAg,sPWDlZQElZw,OTHER,positive,opinion,0.5476444959640503,0
UgxL6HHnbcd3mxNu6OF4AaABAg,5yaI5s_3K7o,EN,neutral,factual reporting,0.40732842683792114,0
UgwrBtxHvV3boDqfPXt4AaABAg,xLwMmvDrYnM,EN,negative,misinformation,0.8690468668937683,-1
Ugx7VQssrN6gOCf5BSN4AaABAg,0nOUkyuL2V0,EN,positive,opinion,0.5548748970031738,6
UgwOuIt9cfvQLiYnRsF4AaABAg,--2HYpy_kpA,EN,positive,opinion,0.6166283488273621,9
Ugy9N_BdSiTOwfwpZvB4AaABAg,ffOhQ1WkM0w,OTHER,negative,misinformation,0.3350600302219391,-1
UgzuM8BaaqMJfXS0syF4AaABAg,Loj5g7-Ak4g,OTHER,negative,factual reporting,0.7542403340339661,-1
UgwSZk4x3OjqWpnZFy54AaABAg,Vrj9ik34XOE,OTHER,neutral,misinformation,0.5110101103782654,1
UgzGy1PDDIHKAQatq714AaABAg,2h6-C9JgGUo,EN,positive,opinion,0.871288537979126,4
UgxCt3ThMfHh0-I3QQx4AaABAg,NfzavjAnEiI,OTHER,negative,opinion,0.45599716901779175,-1
Ugy6CuIuVoLUfYkFnZB4AaABAg,48D866aX0lc,OTHER,positive,opinion,0.5989625453948975,0
UgwzwUPOtZlFtpCsf4J4AaABAg,1Zy1lDrp894,OTHER,positive,factual reporting,0.7741659283638,3
UgyvZxm1gGd5cjOIKrZ4AaABAg,S_xEvfR3UK8,OTHER,negative,factual reporting,0.7681819200515747,-1
Ugx0FHXb60NAxiTsK7t4AaABAg,oP_vsUDjdPM,OTHER,negative,opinion,0.5293874740600586,-1
UgzDuM85T-YTQu4CMOh4AaABAg,83vGzUMrW8c,OTHER,positive,opinion,0.4357190728187561,9
UgyjI900QAy0TQZpKY14AaABAg,2IpOG5-O7JM,OTHER,positive,opinion,0.40552663803100586,6
UgxEKeOdEBs3vqCkNxh4AaABAg,cdC6uRhSwuo,OTHER,neutral,opinion,0.8430296182632446,5
Ugyp0ndFFsr5ovirS3F4AaABAg,LVvOloyDwbU,OTHER,neutral,opinion,0.4626476764678955,0
UgwY7RPQU8jtLVTIHAF4AaABAg,5WMMEy1oGs0,EN,negative,propaganda,0.8877456784248352,0
UgyZfgq-ABRLB4N6x2x4AaABAg,6Amd2TjP-hU,EN,negative,misinformation,0.694694995880127,-1
Ugx_EefTvPif7LGaSVN4AaABAg,4DA-KpWwxfo,EN,positive,opinion,0.9061033725738525,13
UgyDIpUSKeh8a9KV7CB4AaABAg,eCPb-t40yVA,OTHER,neutral,opinion,0.384698748588562,-1
UgwE6R-r7nc2YMW4elp4AaABAg,4D5tZoF8cC4,EN,positive,opinion,0.39093953371047974,-1
UgydumMTS-abQbuKJhF4AaABAg,_XBHQgO1TJU,OTHER,positive,opinion,0.48635801672935486,8
UgxbuxPuYng1dmEoWPx4AaABAg,QVJaYeC3fh4,OTHER,negative,misinformation,0.42664873600006104,-1
UgxMF9A94XaJQ4d-wWd4AaABAg,5VRzjWQKwWU,OTHER,positive,misinformation,0.4532584846019745,11
Ugw28MZZELPP5ZwQfMB4AaABAg,GNaPOG1nWvQ,OTHER,neutral,opinion,0.4130650460720062,-1
UgxldUkdX8eFxTNVXz54AaABAg,5t2xAikvlcw,EN,neutral,opinion,0.750777542591095,0
Ugy56Pz6bwQflUnOLh94AaABAg,a6rmPJZwLW8,OTHER,positive,misinformation,0.6197517514228821,1
UgzB-tP9SNcA4fvcdVR4AaABAg,tM-7uKuP9hE,OTHER,positive,opinion,0.43144911527633667,10
Ugzif2U6OOjXFnrQHxJ4AaABAg,rke33DbGdI4,OTHER,negative,opinion,0.5184743404388428,-1
UgwMwENkUMXc2RpA4U94AaABAg,Hy44D5gxXEo,OTHER,positive,opinion,0.7873775959014893,-1
Ugz0-o7Ms6yzFVDJPR94AaABAg,4SeaN66mkCE,OTHER,positive,factual reporting,0.5926218032836914,7
UgyvqrZECyJ54VvCojx4AaABAg,rhZY5AesYD0,OTHER,positive,opinion,0.6557071208953857,0
Ugy5Ns1r5aHQBC8QTkh4AaABAg,OaHB0_Nqe30,OTHER,positive,misinformation,0.7968649864196777,1
UgzvPgngT5J1YX5HGrp4AaABAg,R38EVyZk57A,EN,neutral,opinion,0.7562964558601379,10
UgwRccqLC4OV9TuG0-F4AaABAg,2xVyk04RyTw,EN,positive,opinion,0.6450088620185852,1
Ugwb2h89sRaRIrHiD7B4AaABAg,5NhAcpeK7NU,EN,positive,opinion,0.46211811900138855,2
UgyAVwepQqB35oKsV014AaABAg,zY9ohkM3CUU,OTHER,negative,opinion,0.5181267261505127,-1
UgxnY5BeR3xiP9E-hIZ4AaABAg,2ZyEhAGeBf4,EN,negative,opinion,0.6743377447128296,0
UgyXLI-dU9ra-cRx9Vx4AaABAg,G1fhYZdn1pE,EN,positive,opinion,0.5300276279449463,2
Ugw2ek3InEaIxMpzYql4AaABAg,Uqi6C3-lV-w,OTHER,positive,misinformation,0.6576592922210693,0
UgyGPjyBrES7UjUNFDZ4AaABAg,8wRzAukkrvs,OTHER,neutral,opinion,0.4463856816291809,9
UgwsJysOJV3rVvbeD4l4AaABAg,YvqegDFsgjg,EN,positive,factual reporting,0.6102562546730042,-1
UgxgINkIu4PpqFYvjK94AaABAg,BbqgVFwOzcE,OTHER,negative,misinformation,0.3765309453010559,2
Ugy6twNclT3sjf7tI-p4AaABAg,kVO5Rgb_7nE,EN,positive,opinion,0.736816942691803,-1
Ugy5NTdV-30K2tPJS7J4AaABAg,5VRzjWQKwWU,OTHER,positive,factual reporting,0.39892813563346863,4
Ugxsb0Ai4UsqX1nHq1V4AaABAg,hom0ZSH8ee8,OTHER,positive,misinformation,0.5074010491371155,1
Ugyz87cHpyb7bc9FKGt4AaABAg,OaHB0_Nqe30,OTHER,positive,factual reporting,0.4581575393676758,-1
UgwFZp1WrJIIBNOfslp4AaABAg,Bzr4y8C_Bu4,OTHER,negative,misinformation,0.4820145070552826,9
UgxTjnEhZnUEJW1a7Bp4AaABAg,DlOPG6GUNTM,OTHER,neutral,opinion,0.4360974133014679,0
UgwRhD57uv_OFY4Nm654AaABAg,lvg8pBJ2kFg,OTHER,positive,opinion,0.6476952433586121,6
UgzDUN4_tYwV_BLwahx4AaABAg,7FMxd67zeXE,EN,positive,factual reporting,0.6117599606513977,8
UgyzpFdIz24zDc7-Chh4AaABAg,-LcaqOEZ2xw,EN,neutral,opinion,0.580411434173584,0
UgxO2DYqkNqY9L-6Vxl4AaABAg,lMxm53RbWiE,OTHER,positive,factual reporting,0.31092381477355957,-1
UgzoKde7Jh3hVQ11c9t4AaABAg,sd2nK61WsXE,EN,negative,misinformation,0.34711387753486633,-1
Ugy0UhXCpTU4b5oUYLB4AaABAg,mXd6I0-GIFc,OTHER,neutral,opinion,0.42906105518341064,2
UgxdATYF6zmPeRRl-4N4AaABAg,H3Yfyj560xo,OTHER,neutral,factual reporting,0.4099365174770355,1
UgzVDT8N3_fKx5aISxV4AaABAg,iDF6zvvik68,EN,positive,opinion,0.8273247480392456,16
UgyG_ZZx_sy3gdjCu_F4AaABAg,XmIUDtB048Y,OTHER,positive,opinion,0.7178019881248474,-1
UgxE5zLApurgn-m3VUd4AaABAg,vKUDMXbrJGg,OTHER,positive,propaganda,0.9079462885856628,-1
Ugw2bupk0ADCOQII3Qp4AaABAg,3YLX2RKcgBQ,EN,negative,opinion,0.4142809510231018,8
Ugwyr5LsoqJXYXjSJxV4AaABAg,N3Lv9y8zcKo,OTHER,negative,opinion,0.5318761467933655,-1
Ugzk3Qvwmr2bA0tN3fd4AaABAg,3xXkJfH3Hnk,EN,positive,opinion,0.6992603540420532,6
UgzEa2SNHcbEtDhMnml4AaABAg,rqw69FBj5vw,EN,positive,opinion,0.6749697923660278,7
UgyDEMpWBcceaKid9fh4AaABAg,i7NTQ2kTs68,OTHER,positive,misinformation,0.8041180968284607,5
UgxBOUfdqN6MHdYxH6d4AaABAg,RniQVfuzyfM,EN,positive,opinion,0.7356361746788025,1
UgzClbtKaE5aP9YvLvp4AaABAg,Y8jGedUZXTc,OTHER,neutral,factual reporting,0.6406965851783752,4
Ugyh4OqnfT-p7k8f5Od4AaABAg,9MrlZ-ZZc8o,EN,positive,opinion,0.8584098219871521,2
Ugzd2lOO0yVktJ6v0v54AaABAg,PmsoxB5odhk,OTHER,positive,opinion,0.3764860928058624,1
UgzYvbIw1VBLw9ryqWd4AaABAg,kkQPfszaVro,EN,positive,opinion,0.6114752888679504,6
UgztHMZZDL6aHZKJZZF4AaABAg,mTgRc9Qj_lQ,OTHER,positive,opinion,0.5061367750167847,0
Ugy92tPfmAEpaZSI4lt4AaABAg,Mtf1ibtwWCU,EN,positive,opinion,0.5613561868667603,0
UgyA05Mz4R4WFL5u6aR4AaABAg,CL9qDUw-nK4,OTHER,neutral,opinion,0.40396493673324585,8
Ugz-hqedbTkwrCa7rN14AaABAg,LOtrgWF4EMU,EN,neutral,opinion,0.39192304015159607,6
UgzCLvYb0gvCsqEZuQd4AaABAg,5DajwrI85A0,EN,positive,factual reporting,0.6841380596160889,4
UgyuJYnfKVAn4AfIhNR4AaABAg,9zE8KMaNP-I,OTHER,negative,factual reporting,0.9711995124816895,12
UgzqN7kgTEYlDRXrF354AaABAg,rQJBLVKR6EE,EN,negative,opinion,0.8198916912078857,0
Ugz0gwlSdl_uQ8ta_Dx4AaABAg,2INmNOaGaVQ,OTHER,negative,misinformation,0.7597005367279053,10
UgwRmQXpi9YwEfqDBHx4AaABAg,Z32A2ZFWdHE,EN,negative,misinformation,0.6506627798080444,13
UgwdENswh9uQJHZSxCl4AaABAg,rke33DbGdI4,OTHER,negative,misinformation,0.6886069774627686,1
UgyvKK9XdQq1er5bbAZ4AaABAg,bMqP1RU4wEI,EN,neutral,opinion,0.8685129880905151,8
UgzQ0U3TPy-rK38fc3J4AaABAg,hkFoyANKM6E,OTHER,negative,misinformation,0.4813756048679352,-1
UgzC5mP8UxSKCo0gVwZ4AaABAg,qZoMGrSrlf0,OTHER,negative,opinion,0.5441998839378357,-1
Ugys0wxksj8U8oeJnoB4AaABAg,d3qsj54dGqo,EN,positive,opinion,0.5547627210617065,1
Ugz6XykkSh0ACED9y9x4AaABAg,Oz_UYJuHPGA,EN,positive,opinion,0.8135749697685242,3
UgxIAwkt-iIlu5qRHEt4AaABAg,3IH8UpTiJVo,EN,positive,opinion,0.6750612854957581,0
Ugw2_49OdRwQqO3g01p4AaABAg,6zuzH4wpNkQ,OTHER,negative,misinformation,0.48847103118896484,-1
UgwAYtYSllZt6ZhJEMR4AaABAg,K1DnVCB2ZxU,OTHER,positive,misinformation,0.6019895672798157,-1
UgxuQBAkOIKrnydV5lB4AaABAg,38csOd-U77k,OTHER,neutral,opinion,0.5332745313644409,1
Ugzose4kgFa__dXtAf54AaABAg,KKMEr786xwA,OTHER,positive,opinion,0.4051226079463959,0
UgzAYyUIOKjOKlm4tXR4AaABAg,Je1tFy04H_Y,OTHER,negative,factual reporting,0.4817849397659302,1
UgxD_5EaJ0Vd1QBGAMl4AaABAg,n5w-jXuFYfI,OTHER,negative,misinformation,0.6305827498435974,-1
Ugz2yFfLnxnI6BnN5Ed4AaABAg,Fn6dzW7GAoA,EN,positive,opinion,0.48786890506744385,0
UgwjdNpuOgFA6sq23J14AaABAg,Ic9LL1XPTx4,EN,positive,misinformation,0.7423995733261108,-1
Ugz0lXa19SOXkFNwkMh4AaABAg,QpRQhWVPDmE,OTHER,positive,opinion,0.5333018898963928,0
UgwcoXlqB6YsL7pGuv94AaABAg,48D866aX0lc,OTHER,positive,misinformation,0.5662243962287903,0
UgzaEtnuJ-TZPys19th4AaABAg,9xUI67zIK5c,OTHER,neutral,misinformation,0.4049903154373169,-1
Ugyt8Ckv40ZpfyGEYiF4AaABAg,EXUsgs0neM4,EN,neutral,opinion,0.6245192885398865,-1
Ugx26EbM6rMiY59JebB4AaABAg,0j6S6j60-9o,OTHER,positive,factual reporting,0.42076754570007324,2
UgwNcVP6kgV8hd0zMRN4AaABAg,2P5ZIUweMCY,EN,neutral,opinion,0.5914044380187988,4
UgwBUJDBPr70Shj-ooB4AaABAg,R5X5FfkC3nI,EN,positive,opinion,0.8376430869102478,-1
UgxhZmPT_iSmW3BRI_h4AaABAg,1799Rqn71A8,EN,negative,opinion,0.6383717060089111,-1
Ugx1TGmCKd9fergtmIt4AaABAg,5DajwrI85A0,EN,neutral,misinformation,0.38724347949028015,-1
UgxU38krZCYEROkykFB4AaABAg,ai3RCEHLiqI,EN,positive,factual reporting,0.6657941341400146,0
Ugz-F_HpWeyOshyrV5p4AaABAg,c5xXYePbgbw,OTHER,positive,opinion,0.8169445991516113,9
Ugx2KpWpZox1fkEH6rN4AaABAg,eUOEk2C7M-M,EN,negative,opinion,0.3820067346096039,1
UgyG3wanvG089sGoNm54AaABAg,Tly9npwhJXE,OTHER,positive,opinion,0.36730095744132996,-1
UgykGBO8smVhZ6a9Esp4AaABAg,9vc-kdpAITw,EN,negative,opinion,0.4656500816345215,-1
UgzCoZZql5-Poof0R6x4AaABAg,mXd6I0-GIFc,OTHER,neutral,opinion,0.42906105518341064,0
UgxYcnopaCoe7ZErM4F4AaABAg,_GNC1g3BHSI,EN,neutral,factual reporting,0.6401730179786682,9
